Network;Species;Group;Kingdom;Phylum;Class;Order;Family;Genus;BodyWeight;FeedingMode;MetabolicCategory;TrophicLevel;FeedingType;Mobility;Environment;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23;R24;R25;R26;R27;R28;R29;R30;Vulnerability;Generality
reef;Opisthonema oglinum;I;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Opisthonema;7.30E+002;"predator";"ectotherm vertebrate";4.07;"omnivorous";4;"reef-associated";0;1412;26;15;43;0;0;0;272;93;3;11;60;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3
reef;Xyrichtys novacula;I;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Xyrichtys;2.30E+002;"predator";"ectotherm vertebrate";3.98;"omnivorous";4;"reef-associated";8;1224;43;18;59;0;0;0;409;30;11;18;25;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;7
reef;Sphyrna lewini;I;Animalia;Chordata;Chondrichthyes;Carcharhiniformes;Sphyrnidae;Sphyrna;4.01E+005;"predator";"ectotherm vertebrate";5.07;"carnivorous";4;"pelagic-oceanic";583;129;1030;0;5;0;0;0;188;0;278;37;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42
reef;Sparisoma aurofrenatum;I;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;3.24E+002;"grazer";"ectotherm vertebrate";3.05;"herbivorous/detrivorous";4;"reef-associated";6;1433;15;33;90;0;0;0;142;135;4;15;75;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;5
reef;Bothus ocellatus;I;Animalia;Chordata;Actinopterygii;Pleuronectiformes;Bothidae;Bothus;1.80E+002;"predator";"ectotherm vertebrate";4.35;"omnivorous";4;"reef-associated";5;712;46;5;19;0;0;0;305;4;4;6;6;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;5
reef;Gerres cinereus;I;Animalia;Chordata;Actinopterygii;Perciformes;Gerreidae;Gerres;6.90E+002;"predator";"ectotherm vertebrate";4.07;"carnivorous";4;"reef-associated";20;1194;68;14;78;0;0;0;551;23;20;22;22;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;10;10
reef;Holacanthus tricolor;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacanthidae;Holacanthus;1.99E+003;"predator";"ectotherm vertebrate";2.94;"carnivorous";4;"reef-associated";1;550;13;14;14;0;0;0;116;3;2;1;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3
reef;Octopuses;I;Animalia;Mollusca;Cephalopoda;Octopoda;NA;NA;2.80E+003;"predator";"invertebrate";4.39;"omnivorous";4;"benthic";5;740;51;124;92;0;11;1;320;267;8;64;58;4;0;4;86;6;1;0;0;0;0;0;2;20;1;0;0;0;28;8
reef;Eucinostomus argenteus;I;Animalia;Chordata;Actinopterygii;Perciformes;Gerreidae;Eucinostomus;2.90E+002;"predator";"ectotherm vertebrate";3.91;"carnivorous";4;"reef-associated";11;1194;51;14;68;0;0;0;584;23;22;22;22;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;10;9
reef;Diplodus argenteus caudimacula;I;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Diplodus;6.00E+002;"predator";"ectotherm vertebrate";3.85;"carnivorous";4;"reef-associated";1;1102;34;13;24;0;0;0;267;17;4;12;19;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;4
reef;Microspathodon chrysurus;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Microspathodon;4.12E+002;"predator";"ectotherm vertebrate";3.24;"carnivorous";4;"reef-associated";23;1264;25;16;96;0;0;0;532;30;21;14;25;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;10
reef;Gymnothorax vicinus;I;Animalia;Chordata;Actinopterygii;Anguilliformes;Muraenidae;Gymnothorax;3.00E+003;"predator";"ectotherm vertebrate";3.95;"carnivorous";4;"reef-associated";19;554;41;7;4;0;0;0;179;1;2;31;9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7
reef;Scarus guacamaia;I;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Scarus;2.30E+004;"predator";"ectotherm vertebrate";2;"omnivorous";4;"reef-associated";0;939;0;26;15;0;0;0;69;51;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1
reef;Acanthurus chirugus;I;Animalia;Chordata;Actinopterygii;Perciformes;Acanthuridae;Acanthurus;8.20E+002;"grazer";"ectotherm vertebrate";3.28;"herbivorous/detrivorous";4;"reef-associated";1;1362;26;47;63;0;0;0;254;97;4;13;74;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;4
reef;Mulloidichthys martinicus;I;Animalia;Chordata;Actinopterygii;Perciformes;Mullidae;Mulloidichthys;4.40E+002;"predator";"ectotherm vertebrate";3.97;"carnivorous";4;"reef-associated";57;1225;59;24;145;0;0;0;758;38;43;35;28;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;12;15
reef;Haemulon plumieri;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Haemulon;1.36E+003;"predator";"ectotherm vertebrate";3.94;"carnivorous";4;"reef-associated";52;730;71;22;127;0;0;0;611;20;23;16;35;0;0;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;11;13
reef;Pseudupeneus maculatus;I;Animalia;Chordata;Actinopterygii;Perciformes;Mullidae;Pseudupeneus;3.93E+002;"predator";"ectotherm vertebrate";3.9;"carnivorous";4;"reef-associated";36;1342;57;35;176;0;0;0;676;81;37;45;55;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;17;13
reef;Cantherhines pullus;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Monacanthidae;Cantherhines;2.20E+002;"predator";"ectotherm vertebrate";3.39;"carnivorous";4;"reef-associated";67;1401;26;22;235;0;0;0;596;78;38;20;58;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;15
reef;Tunicates;I;Animalia;Chordata;NA;NA;NA;NA;9.00E+001;"suspension-feeder";"invertebrate";2.63;"herbivorous/detrivorous";2;"benthic";3;161;0;247;50;8;0;0;152;143;3;26;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4
reef;Haemulon chrysargyreum;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Haemulon;2.51E+002;"predator";"ectotherm vertebrate";4.2;"carnivorous";4;"reef-associated";35;1394;59;27;182;0;0;0;692;94;37;52;59;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;18;13
reef;Canthigaster rostrata;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Tetraodontidae;Canthigaster;8.20E+001;"predator";"ectotherm vertebrate";3.64;"carnivorous";4;"reef-associated";68;440;43;12;58;0;0;0;808;5;64;10;1;0;0;7;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;17
reef;Ogcocephalus nasutus;I;Animalia;Chordata;Actinopterygii;Lophiiformes;Ogcocephalidae;Ogcocephalus;6.41E+002;"predator";"ectotherm vertebrate";3.91;"carnivorous";4;"reef-associated";5;530;53;4;30;0;0;0;395;2;14;5;8;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;7
reef;Gymnothorax moringa;I;Animalia;Chordata;Actinopterygii;Anguilliformes;Muraenidae;Gymnothorax;9.50E+002;"predator";"ectotherm vertebrate";5.19;"carnivorous";4;"reef-associated";1;1361;16;20;11;0;0;0;11;55;0;17;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2
reef;Hemichordates;I;Animalia;Hemichordata;NA;NA;NA;NA;3.90E+001;"predator/scavenger";"invertebrate";2.33;"omnivorous";2;"benthic";2;89;0;125;16;6;0;0;155;16;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3
reef;Synodus intermedius;I;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Synodus;1.10E+003;"predator";"ectotherm vertebrate";4.88;"carnivorous";4;"reef-associated";273;564;198;14;73;0;0;0;329;4;27;102;17;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25
reef;Abudefduf saxatilis;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Abudefduf;4.83E+002;"predator";"ectotherm vertebrate";3.73;"carnivorous";4;"reef-associated";8;1259;39;18;68;0;0;0;362;30;11;16;36;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;7
reef;Carcharhinus falciformis;I;Animalia;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;3.50E+005;"predator";"ectotherm vertebrate";4.9;"carnivorous";4;"reef-associated";10528;20;1215;0;120;0;0;0;122;0;1100;186;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;153
reef;Tylosurus acus acus;I;Animalia;Chordata;Actinopterygii;Beloniformes;Belonidae;Tylosurus;2.80E+003;"predator";"ectotherm vertebrate";4.73;"carnivorous";4;"reef-associated";39;562;78;4;12;0;0;0;131;1;6;48;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11
reef;Monacanthus ciliatus;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Monacanthidae;Monacanthus;4.48E+002;"grazer";"ectotherm vertebrate";3.33;"herbivorous/detrivorous";4;"reef-associated";30;1305;26;36;163;0;0;0;641;70;34;29;50;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;16;12
reef;Aluterus schoepfii;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Monacanthidae;Aluterus;1.89E+003;"predator";"ectotherm vertebrate";3.5;"carnivorous";4;"reef-associated";1;554;20;4;11;0;0;0;183;0;2;1;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3
reef;Malacanthus plumieri;I;Animalia;Chordata;Actinopterygii;Perciformes;Malacanthidae;Malacanthus;1.13E+003;"predator";"ectotherm vertebrate";4.51;"carnivorous";4;"reef-associated";55;506;84;5;39;0;0;0;508;0;49;21;6;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;15
reef;Xyrichtys splendens;I;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Xyrichtys;5.00E+001;"predator";"ectotherm vertebrate";3.54;"omnivorous";4;"reef-associated";4;934;20;34;37;0;0;0;328;29;6;8;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5
reef;Sphyraena barracuda;I;Animalia;Chordata;Actinopterygii;Perciformes;Sphyraenidae;Sphyraena;5.78E+004;"predator";"ectotherm vertebrate";4.53;"carnivorous";4;"reef-associated";953;401;250;1;41;0;0;0;485;0;82;143;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;46
reef;Epinephelus itajara;I;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Epinephelus;3.82E+005;"predator";"ectotherm vertebrate";4.76;"carnivorous";4;"reef-associated";16;358;55;3;12;0;0;0;153;0;5;9;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7
reef;Zooplankton;I;Animalia;Other;Other;Other;Other;Other;1.00E-008;"predator";"invertebrate";2.5;"omnivorous";4;"pelagic";1;70;1;613;19;7;0;0;91;148;0;23;60;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2
reef;Detritus;B;Other;Other;Other;Other;Other;Other;5.00E-004;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthopelagic";0;347;0;975;0;5;0;0;0;903;0;0;219;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0
reef;Scomberomorus cavalla;I;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Scomberomorus;3.43E+004;"predator";"ectotherm vertebrate";5.12;"carnivorous";4;"reef-associated";608;450;495;0;116;0;0;0;265;4;132;118;11;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;40
reef;Scorpaena brasiliensis;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Scorpaena;1.60E+003;"predator";"ectotherm vertebrate";4.78;"carnivorous";4;"reef-associated";1;543;40;5;7;0;0;0;249;0;1;5;6;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;3
reef;Calamus calamus;I;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Calamus;1.54E+003;"predator";"ectotherm vertebrate";4.04;"carnivorous";4;"reef-associated";20;508;58;8;33;0;0;0;477;0;14;3;6;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;9
reef;Scaphopoda;I;Animalia;Mollusca;Scaphopoda;NA;NA;NA;4.30E+000;"predator";"invertebrate";3;"carnivorous";2;"benthopelagic";0;375;1;303;9;9;0;0;95;95;0;8;40;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1
reef;Thalassoma bifasciatum;I;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Thalassoma;9.70E+001;"predator";"ectotherm vertebrate";4.04;"omnivorous";4;"reef-associated";24;991;62;46;100;0;0;0;573;41;18;20;25;0;0;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;12;10
reef;Barnacles;I;Animalia;Arthropoda;Maxillopoda;NA;NA;NA;1.00E+001;"suspension-feeder";"invertebrate";2.83;"herbivorous/detrivorous";1;"benthic";1;61;1;294;16;5;0;0;121;23;2;11;11;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3
reef;Spiny Lobsters;I;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;NA;5.87E+001;"predator";"invertebrate";3.35;"omnivorous";2;"benthic";1;390;3;150;9;3;15;0;122;28;0;9;8;2;0;0;72;1;3;0;0;0;0;0;0;6;0;2;0;0;10;3
reef;Stegastes variabillis;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Stegastes;5.40E+001;"predator";"ectotherm vertebrate";3.38;"carnivorous";4;"reef-associated";53;1026;32;41;133;0;0;0;627;37;36;21;18;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;11;14
reef;Haemulon aurolineatum;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Haemulon;1.88E+002;"predator";"ectotherm vertebrate";3.87;"carnivorous";4;"reef-associated";22;1476;47;31;218;0;0;0;631;168;30;46;108;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;24;11
reef;Sparisoma radians;I;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;1.50E+002;"predator";"ectotherm vertebrate";2;"omnivorous";4;"reef-associated";0;1552;0;34;22;0;0;0;69;152;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1
reef;Diodon holocanthus;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Diodontidae;Diodon;1.13E+004;"predator";"ectotherm vertebrate";4.16;"carnivorous";4;"reef-associated";2;600;39;11;29;0;0;0;310;11;7;11;17;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;5
reef;Scartella cristata;I;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Scartella;2.70E+001;"predator";"ectotherm vertebrate";2.91;"carnivorous";4;"reef-associated";1;929;15;57;36;0;0;0;185;37;2;6;54;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3
reef;Ginglymostoma cirratum;I;Animalia;Chordata;Chondrichthyes;Orectolobiformes;Ginglymostomatidae;Ginglymostoma;5.00E+005;"predator/scavenger";"ectotherm vertebrate";4.68;"carnivorous/necrovorous";4;"reef-associated";5791;96;454;0;41;0;0;0;1365;0;310;70;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;111
reef;Pomacanthus arcuatus;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacanthidae;Pomacanthus;1.31E+003;"predator";"ectotherm vertebrate";3.15;"carnivorous";4;"reef-associated";18;505;18;3;23;0;0;0;291;0;10;1;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8
reef;Crabs;I;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;5.82E+001;"predator";"invertebrate";3.45;"omnivorous";3;"benthic";61;807;4;436;1282;1;8;5;233;5263;44;351;621;9;2;1;14;43;2;0;1;1;0;0;0;64;1;2;0;0;111;17
reef;Lutjanus cyanopterus;I;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;Lutjanus;7.00E+004;"predator";"ectotherm vertebrate";4.06;"carnivorous";4;"reef-associated";153;531;81;7;19;0;0;0;226;0;0;71;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;18
reef;Opistognathus aurifrons;I;Animalia;Chordata;Actinopterygii;Perciformes;Opistognathidae;Opistognathus;3.00E+001;"predator";"ectotherm vertebrate";3;"carnivorous";4;"reef-associated";0;928;1;34;9;0;0;0;103;29;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1
reef;Anisotremus virginicus;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Anisotremus;8.50E+002;"predator";"ectotherm vertebrate";3.9;"carnivorous";4;"reef-associated";63;1190;51;14;134;0;0;0;779;23;52;26;22;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;10;16
reef;Gnatholepis thompsoni;I;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Gnatholepis;4.10E+000;"predator";"ectotherm vertebrate";2.66;"carnivorous";4;"reef-associated";2;247;1;32;16;0;0;0;269;3;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4
reef;Priacanthus arenatus;I;Animalia;Chordata;Actinopterygii;Perciformes;Priacanthidae;Priacanthus;1.65E+003;"predator";"ectotherm vertebrate";4.35;"carnivorous";4;"reef-associated";23;505;45;8;30;0;0;0;513;0;12;6;6;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;9
reef;Bryozoans;I;Animalia;Bryozoa;NA;NA;NA;NA;1.23E+001;"grazer";"invertebrate";2.98;"herbivorous/detrivorous";1;"benthic";3;57;0;81;18;0;9;0;168;14;3;6;1;4;0;0;76;3;1;0;0;0;0;0;0;3;0;0;0;0;7;5
reef;Lactophrys bicaudalis;I;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Ostraciidae;Lactophrys;5.57E+003;"predator";"ectotherm vertebrate";3.92;"carnivorous";4;"reef-associated";13;503;55;3;24;0;0;0;423;0;20;3;3;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;9
reef;Pomacanthus paru;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacanthidae;Pomacanthus;2.80E+003;"predator";"ectotherm vertebrate";3.15;"carnivorous";4;"reef-associated";18;505;18;3;23;0;0;0;291;0;10;1;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8
reef;Ophichthus ophis;I;Animalia;Chordata;Actinopterygii;Anguilliformes;Ophichthidae;Ophichthus;2.09E+003;"predator/scavenger";"ectotherm vertebrate";5.13;"carnivorous";4;"demersal";1;544;17;5;3;0;0;0;43;0;0;5;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
reef;Amblycirrhitus pinos;I;Animalia;Chordata;Actinopterygii;Perciformes;Cirrhitidae;Amblycirrhitus;1.50E+001;"predator";"ectotherm vertebrate";3.83;"carnivorous";4;"reef-associated";8;915;38;35;51;0;0;0;485;22;13;12;14;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7
reef;Haemulon album;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Haemulon;5.30E+003;"predator";"ectotherm vertebrate";4.06;"carnivorous";4;"reef-associated";122;708;84;21;172;0;0;0;706;14;43;18;31;0;0;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;10;19
reef;Sargocentron vexillarium;I;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Sargocentron;1.81E+002;"predator";"ectotherm vertebrate";3.91;"carnivorous";4;"reef-associated";28;1307;64;18;78;0;0;0;525;47;14;62;44;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;14;10
reef;Chaetodon striatus;I;Animalia;Chordata;Actinopterygii;Perciformes;Chaetodontidae;Chaetodon;1.64E+002;"predator";"ectotherm vertebrate";3.86;"carnivorous";4;"reef-associated";5;1076;39;25;52;0;0;0;362;22;10;8;23;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6
reef;Stegastes leucostictus;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Stegastes;5.00E+001;"predator";"ectotherm vertebrate";3.51;"carnivorous";4;"reef-associated";36;1026;32;41;133;0;0;0;708;37;52;21;18;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;11;14
reef;Holocentrus rufus;I;Animalia;Chordata;Actinopterygii;Beryciformes;Holocentridae;Holocentrus;5.83E+002;"predator";"ectotherm vertebrate";4.14;"carnivorous";4;"reef-associated";13;1354;65;22;104;0;0;0;575;49;18;31;56;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;15;9
reef;Scyllarid Lobsters;I;Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;NA;6.38E+001;"predator";"invertebrate";3.24;"omnivorous";2;"benthic";0;360;13;205;18;6;0;0;175;30;3;11;14;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;3
reef;Haemulon flavolineatum;I;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Haemulon;4.80E+002;"predator";"ectotherm vertebrate";4.1;"carnivorous";4;"reef-associated";73;1516;72;24;305;0;0;0;689;157;41;63;96;0;0;4;0;0;0;0;0;0;0;0;6;0;0;0;0;0;23;16
reef;Archosargus rhomboidalis;I;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Archosargus;1.20E+003;"predator";"ectotherm vertebrate";3.64;"carnivorous";4;"reef-associated";3;354;37;3;12;0;0;0;535;0;16;2;1;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;7
reef;Tylosurus crocodilus crocodilus;I;Animalia;Chordata;Actinopterygii;Beloniformes;Belonidae;Tylosurus;1.40E+003;"predator";"ectotherm vertebrate";3.6;"carnivorous";4;"reef-associated";15;594;28;4;23;0;0;0;178;1;0;19;20;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6
reef;Mugil curema;I;Animalia;Chordata;Actinopterygii;Mugiliformes;Mugilidae;Mugil;7.67E+002;"predator";"ectotherm vertebrate";2;"carnivorous";4;"reef-associated";1;1251;0;21;22;0;0;0;114;38;0;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2
reef;Calamus bajonado;I;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Calamus;4.50E+003;"predator";"ectotherm vertebrate";4.19;"carnivorous";4;"reef-associated";4;508;50;8;21;0;0;0;394;0;9;3;6;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;6
reef;Stegastes fuscus;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Stegastes;1.68E+002;"predator";"ectotherm vertebrate";3.48;"carnivorous";4;"reef-associated";46;1373;41;22;190;0;0;0;784;56;55;35;49;0;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;15;15
reef;Coryphopterus glaucofraenum;I;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Coryphopterus;1.05E+001;"predator";"ectotherm vertebrate";2.79;"omnivorous";4;"reef-associated";5;276;3;63;32;0;0;0;313;13;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5
reef;Elacatinus evelynae;I;Animalia;Chordata;Actinopterygii;Perciformes;Gobiidae;Elacatinus;2.20E+000;"predator";"ectotherm vertebrate";3;"omnivorous";4;"reef-associated";0;247;1;32;4;0;0;0;44;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1
reef;Equetus punctatus;I;Animalia;Chordata;Actinopterygii;Perciformes;Sciaenidae;Equetus;4.60E+002;"predator";"ectotherm vertebrate";4.06;"carnivorous";4;"reef-associated";9;1195;59;14;69;0;0;0;618;23;22;21;22;0;0;4;0;0;0;0;0;0;0;0;5;0;0;0;0;0;10;9
reef;Dasyatis americana;I;Animalia;Chordata;Chondrichthyes;Myliobatiformes;Dasyatidae;Dasyatis;1.22E+005;"predator";"ectotherm vertebrate";4.05;"carnivorous";4;"reef-associated";100;462;78;2;86;0;0;0;498;6;19;26;15;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;16
reef;Chromis cyanea;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Chromis;9.30E+001;"predator";"ectotherm vertebrate";3;"carnivorous";4;"reef-associated";0;1075;1;47;12;0;0;0;103;47;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1
reef;Euthynnus alletteratus;I;Animalia;Chordata;Actinopterygii;Perciformes;Scombridae;Euthynnus;1.22E+004;"predator";"ectotherm vertebrate";4.45;"carnivorous";4;"reef-associated";49;569;69;0;46;0;0;0;237;4;6;31;17;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11
reef;Cephalopholis cruentata;I;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Cephalopholis;6.91E+002;"predator";"ectotherm vertebrate";4.88;"carnivorous";4;"reef-associated";188;1200;188;19;126;0;0;0;325;54;39;182;37;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;14;22
reef;Stegastes planifrons;I;Animalia;Chordata;Actinopterygii;Perciformes;Pomacentridae;Stegastes;6.80E+001;"predator";"ectotherm vertebrate";3.54;"carnivorous";4;"reef-associated";58;1081;38;53;187;0;0;0;731;56;60;21;22;0;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;13;16
reef;Hemiramphus balao;I;Animalia;Chordata;Actinopterygii;Beloniformes;Hemiramphidae;Hemiramphus;6.14E+002;"predator";"ectotherm vertebrate";3.9;"carnivorous";4;"reef-associated";1;1286;14;9;27;0;0;0;199;40;2;12;38;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3
reef;Parablennius marmoreus;I;Animalia;Chordata;Actinopterygii;Perciformes;Blenniidae;Parablennius;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10;866;11;59;101;0;0;0;358;71;11;11;49;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;7
reef;Polychaetes;I;Animalia;Annelida;Polychaeta;NA;NA;NA;6.00E-003;"grazer";"invertebrate";3.38;"detrivorous";3;"benthic";46;290;7;850;772;1;7;12;210;2872;32;252;207;13;2;0;33;103;1;1;2;1;0;1;0;51;1;3;0;0;82;16
reef;Sparisoma rubripinne;I;Animalia;Chordata;Actinopterygii;Perciformes;Scaridae;Sparisoma;2.73E+003;"predator";"ectotherm vertebrate";2.5;"omnivorous";4;"reef-associated";1;849;1;30;30;0;0;0;97;52;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2
reef;Lutjanus apodus;I;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;Lutjanus;3.50E+003;"predator";"ectotherm vertebrate";4.71;"carnivorous";4;"reef-associated";919;453;288;7;81;0;0;0;653;0;111;149;10;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;5;46
