Network;Species;Group;Kingdom;Phylum;Class;Order;Family;Genus;BodyWeight;FeedingMode;MetabolicCategory;TrophicLevel;FeedingType;Mobility;Environment;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;R18;R19;R20;R21;R22;R23;R24;R25;R26;R27;R28;R29;R30;Vulnerability;Generality
kongsfjorden;Ophiocten sericeum;I;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiocten;0.05;"suspension-feeder";"invertebrate";2.73;"herbivorous/detrivorous";2;"benthic";63;183;5;20;64;0;0;0;380;12;28;34;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;15
kongsfjorden;Erginus rubellus;I;Animalia;Mollusca;Gastropoda;Patellogastropoda;Lottiidae;Erginus;0.38;"predator";"invertebrate";2;"omnivorous";2;"benthic";153;55;0;5;35;0;0;0;432;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18
kongsfjorden;Themisto libellula;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Themisto;0.01;"predator";"invertebrate";2;"omnivorous";4;"pelagic";0;95;0;8;3;1;0;0;168;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
kongsfjorden;Brada villosa;I;Animalia;Annelida;Polychaeta;Canalipalpata;Flabelligeridae;Brada;NULL;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Nuculana pernula;I;Animalia;Mollusca;Bivalvia;Nuculoida;Nuculanidae;Nuculana;0.03;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;34;0;7;4;0;0;0;226;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Gammarus setosus;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;Gammarus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;19;84;34;4;14;1;0;0;298;0;9;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8
kongsfjorden;Protoperidinium;B;Plantae;Pyrrophycophyta;Dinophyceae;Peridiniales;Peridiniaceae;Minuscula;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;147;0;57;0;1;0;0;0;17;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
kongsfjorden;Yoldiella solidula;I;Animalia;Mollusca;Bivalvia;Nuculoida;Yoldiidae;Yoldiella;0.01;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;67;0;11;4;0;0;0;226;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Lysippe labiata;I;Animalia;Annelida;Polychaeta;Canalipalpata;Ampharetidae;Lysippe;0.01;"grazer";"invertebrate";2;"omnivorous";2;"benthic";1;275;0;27;11;0;0;0;267;28;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2
kongsfjorden;Tonicella rubra;I;Animalia;Mollusca;Polyplacophora;Neoloricata;Ischnochitonidae;Tonicella;0.07;"grazer";"invertebrate";2;"omnivorous";2;"benthic";153;53;0;3;14;0;0;0;367;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
kongsfjorden;Liocyma fluctuosa;I;Animalia;Mollusca;Bivalvia;Veneroida;Veneridae;Liocyma;0.21;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;27;0;6;2;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
kongsfjorden;Chaetozone;I;Animalia;Annelida;Polychaeta;Canalipalpata;Cirratulidae;Tharyx;0.05;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Anarhichas lupus;I;Animalia;Chordata;Actinopterygii;Perciformes;Anarhichadidae;Anarhichas;429;"predator";"ectotherm vertebrate";4.04;"carnivorous";4;"benthic";78;28;259;0;10;0;66;3;56;1;24;20;0;12;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;3;16
kongsfjorden;Meganyctiphanes norvegica;I;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Meganyctiphanes;0.05;"predator";"invertebrate";3.49;"omnivorous";4;"pelagic";0;169;2;38;12;1;0;0;4;56;0;1;19;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1
kongsfjorden;Boreotrophon truncatus;I;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Boreotrophon;0.04;"predator";"invertebrate";2;"omnivorous";2;"benthic";6;30;0;1;4;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
kongsfjorden;Clione limacina;I;Animalia;Mollusca;Gastropoda;Gymnosomata;Clionidae;Clione;0.02;"predator";"invertebrate";2;"omnivorous";4;"pelagic";0;63;0;44;2;3;0;0;54;5;0;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1
kongsfjorden;Melita formosa;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Melitidae;Melita;NULL;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;89;0;4;2;1;0;0;272;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Fulmarus glacialis;T;Animalia;Chordata;Aves;Ciconiiformes;Procellariidae;Fulmarus;880;"predator";"endotherm vertebrate";4.24;"carnivorous";4;"land-based/pelagic";240;0;400;0;0;0;0;0;60;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;26
kongsfjorden;Diplocirrus hirsutus;I;Animalia;Annelida;Polychaeta;Canalipalpata;Flabelligeridae;Diplocirrus;0.02;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Parapleustes bicuspis;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Pleustidae;Parapleustes;0.01;"predator/scavenger";"invertebrate";2.64;"omnivorous";3;"benthic";41;95;0;8;23;1;0;0;329;1;14;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11
kongsfjorden;Arctinula groenlandica;T;Animalia;Mollusca;Bivalvia;Ostreoida;Pectinidae;Delectopecten;0.51;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;0;0;0;0;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
kongsfjorden;Odobenus rosmarus;I;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;2000000;"predator";"endotherm vertebrate";3;"carnivorous";4;"benthopelagic";28;4;16;0;8;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8
kongsfjorden;Brada inhabilis;I;Animalia;Annelida;Polychaeta;Canalipalpata;Flabelligeridae;Brada;NULL;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Lamprops fuscatus;I;Animalia;Arthropoda;Malacostraca;Cumacea;Lampropidae;Lamprops;NULL;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;111;0;8;4;1;0;0;270;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
kongsfjorden;Samytha sexcirrata;I;Animalia;Annelida;Polychaeta;Canalipalpata;Ampharetidae;Samytha;0.01;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Priapulus caudatus;I;Animalia;Priapula;Priapulidae;Priapulus;NA;NA;0.05;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";2;"benthic";3;101;0;33;8;0;0;0;316;21;0;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3
kongsfjorden;Globoquadriana pachyderma;B;Plantae;Foraminifera;Globothalamea;Rotaliida;Catapsydracidae;Globoquadrina;6.35E-011;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Serripes groenlandicus;I;Animalia;Mollusca;Bivalvia;Veneroida;Cardiidae;Serripes;0.78;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;27;0;6;2;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
kongsfjorden;Eualus gaimardi;I;Animalia;Arthropoda;Malacostraca;Decapoda;Hippolytidae;Eualus;0.15;"predator";"invertebrate";2.75;"omnivorous";3;"benthic";3;77;22;2;4;1;0;0;107;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4
kongsfjorden;Neoscolecithrix farrani;I;Animalia;Arthropoda;Maxillopoda;Calanoida;Scolecitrichidae;Neoscolecithrix;8.13E-005;"grazer";"invertebrate";2;"detrivorous";4;"benthic";1;127;0;16;6;1;0;0;264;21;0;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2
kongsfjorden;Sipunculida;I;Animalia;Siphuncula;Siphunculidea;Golfingiida;Siphunculidae;NA;0.07;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;101;0;33;0;0;0;0;258;21;0;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2
kongsfjorden;Cocconeis;B;Plantae;Bacillariophyta;Bacillariophyceae;Achnanthales;Cocconeidaceae;Cocconeis;1.19E-010;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;147;0;57;0;1;0;0;0;17;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0
kongsfjorden;Nereis zonata;I;Animalia;Annelida;Polychaeta;Aciculata;Nereididae;Nereis;0.38;"predator";"invertebrate";2.86;"omnivorous";2;"benthic";17;281;19;32;81;1;0;0;277;53;19;27;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10
kongsfjorden;Rissa tridactyla;T;Animalia;Chordata;Aves;Ciconiiformes;Laridae;Rissa;600;"predator";"endotherm vertebrate";3.96;"carnivorous";4;"land-based/pelagic";6;0;35;0;0;0;0;0;59;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
kongsfjorden;Astarte montagui;I;Animalia;Mollusca;Bivalvia;Veneroida;Astartidae;Astarte;0.02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;27;0;6;2;0;0;0;226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
kongsfjorden;Eumicotremus derjugini;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cyclopteridae;Eumicrotremus;23;"predator";"ectotherm vertebrate";3.52;"omnivorous";4;"benthic";3;134;39;2;4;1;0;0;27;1;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3
kongsfjorden;Themisto abyssorum;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Themisto;0.01;"predator";"invertebrate";2;"omnivorous";4;"pelagic";0;95;0;8;3;1;0;0;168;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
kongsfjorden;Palmaria palmata;B;Plantae;Rhodophyta;Rhodophyceae;Rhodymeniales;Rhodymeniaceae;Palmaria;1.01;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;314;0;36;0;0;0;0;0;102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
kongsfjorden;Pylaiella littoralis;B;Plantae;Phaeophyta;Phaeophyceae;Ectocarpales;Ectocarpaceae;Pylaiella;0.51;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;314;0;36;0;0;0;0;0;102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
kongsfjorden;Globigerina quinqueloba;B;Protozoa;Protozoa;Granuloreticulosea;Foraminiferida;Globigerinidae;Globigerina;4.06E-011;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Laminaria digitata;B;Plantae;Phaeophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;0.07;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;423;0;49;0;0;0;0;0;239;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0
kongsfjorden;Melita palmata;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Melitidae;Melita;0.01;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;89;0;4;2;1;0;0;272;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Stilomysis grandis;I;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Stilomysis;0.03;"grazer";"invertebrate";2;"herbivorous";3;"benthic";0;105;0;8;3;1;0;0;168;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
kongsfjorden;Solariella varicosa;I;Animalia;Mollusca;Gastropoda;Archaeogastropoda;Trochidae;Solariella;0.01;"predator";"invertebrate";2;"omnivorous";2;"benthic";3;30;0;1;3;0;0;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
kongsfjorden;Artediellus europeus;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Artediellus;78.2;"predator";"ectotherm vertebrate";3.85;"omnivorous";4;"benthic";6;138;20;2;12;1;0;0;46;1;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4
kongsfjorden;Ophiopholis aculeata;I;Animalia;Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiopholis;0.14;"predator";"invertebrate";2;"omnivorous";2;"benthic";3;215;0;20;16;0;0;0;324;12;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3
kongsfjorden;Hyas araneus;I;Animalia;Arthropoda;Malacostraca;Decapoda;Oregoniidae;Hyas;0.64;"predator";"invertebrate";2.68;"omnivorous";3;"benthic";726;143;108;10;181;0;0;0;378;1;94;24;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;41
kongsfjorden;Monoculodes longirostris;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;NULL;"predator/scavenger";"invertebrate";3.07;"omnivorous";3;"benthic";43;77;81;2;12;1;0;0;215;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;12
kongsfjorden;Balaenoptera acutorostrata;I;Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;52400000;"predator";"endotherm vertebrate";4.18;"carnivorous";4;"benthopelagic";6;4;45;0;7;0;0;0;72;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;7
kongsfjorden;Boreocingula castanea;I;Animalia;Mollusca;Gastropoda;Neotaenioglossa;Rissoidae;Boreocingula;0.14;"predator";"invertebrate";2;"omnivorous";2;"benthic";1;30;0;1;2;0;0;0;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
kongsfjorden;Gaidius tenuispinus;I;Animalia;Arthropoda;Maxillopoda;Calanoida;Aetideidae;Gaetanus;4.90E-005;"predator";"invertebrate";2;"omnivorous";4;"pelagic";0;51;0;23;1;3;0;0;167;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
kongsfjorden;Gymnocanthus tricuspis;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Gymnocanthus;1010;"predator";"ectotherm vertebrate";3.25;"carnivorous";4;"benthic";78;112;85;0;26;1;0;0;38;1;0;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13
kongsfjorden;Thalassiosira antarctica;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;1.92E-011;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Phycodrys rubens;B;Plantae;Rhodophyta;Rhodophyceae;Ceramiales;Delesseriaceae;Phycodrys;0.84;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;314;0;36;0;0;0;0;0;102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
kongsfjorden;Musculus corrugatus;I;Animalia;Mollusca;Bivalvia;Mytiloida;Mytilidae;Musculus;0.18;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;34;0;7;4;0;0;0;226;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Lumbrineris;I;Animalia;Annelida;Polychaeta;Aciculata;Lumbrineridae;Lumbrineris;3.02;"predator";"invertebrate";2;"omnivorous";2;"benthic";0;279;0;27;6;0;0;0;165;28;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1
kongsfjorden;Weyprechtia pinguis;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Calliopiidae;Weyprechtia;NULL;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;94;0;6;4;1;0;0;274;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Oenopota impressa;I;Animalia;Mollusca;Gastropoda;Neogastropoda;Conidae;Oenopota;0.02;"predator";"invertebrate";2;"omnivorous";2;"benthic";3;30;0;1;3;0;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
kongsfjorden;Macoma calcarea;I;Animalia;Mollusca;Bivalvia;Veneroida;Tellinidae;Macoma;0.15;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;63;0;10;7;0;0;0;225;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
kongsfjorden;Acrosiphonia;B;Plantae;Chlorophyta;Chlorophyceae;Acrosiphoniales;Acrosiphoniaceae;Acrosiphonia;0.02;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;314;0;36;0;0;0;0;0;102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
kongsfjorden;Philine;I;Animalia;Mollusca;Gastropoda;Cephalaspidea;Philinidae;Philine;0.01;"predator";"invertebrate";2;"omnivorous";2;"benthic";171;66;0;31;104;0;0;0;529;10;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;19
kongsfjorden;Polydora;I;Animalia;Annelida;Polychaeta;Canalipalpata;Spionidae;Polydora;0.01;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;199;0;24;8;0;0;0;270;13;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2
kongsfjorden;Laminaria saccharina;B;Plantae;Phaeophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;0.02;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;433;0;54;0;0;0;0;0;364;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0
kongsfjorden;Axinopsida orbiculata;I;Animalia;Mollusca;Bivalvia;Veneroida;Thyasiridae;Axinopsida;0.01;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;83;0;9;3;0;0;0;225;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Phoca vitulina;I;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;135000;"predator";"endotherm vertebrate";4.04;"carnivorous";4;"land-based/pelagic";13;4;47;0;8;0;0;0;75;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;8
kongsfjorden;Boreomysis arctica;I;Animalia;Arthropoda;Malacostraca;Mysida;Mysidae;Boreomysis;0.03;"predator";"invertebrate";2;"omnivorous";4;"benthic";3;109;0;9;10;1;0;0;330;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3
kongsfjorden;Nitzschia frigida;B;Plantae;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;4.01E-012;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Oithona similis;I;Animalia;Arthropoda;Maxillopoda;Cyclopoida;Oithonidae;Oithona;NULL;"predator";"invertebrate";2;"omnivorous";4;"pelagic";0;111;0;51;2;3;0;0;163;14;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1
kongsfjorden;Thysanoessa raschii;I;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Thysanoessa;0.03;"predator";"invertebrate";2.99;"carnivorous";4;"pelagic";47;159;73;41;171;1;0;0;254;68;30;11;20;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;13
kongsfjorden;Thalassiosira nordenskioeldii;B;Plantae;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;6.35E-011;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Scoloplos armiger;I;Animalia;Annelida;Polychaeta;Orbiniidae;Scoloplos;NA;0.01;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Boreogadus saida;I;Animalia;Chordata;Actinopterygii;Gadiformes;Gadidae;Boreogadus;1090;"predator";"ectotherm vertebrate";3.42;"carnivorous";4;"benthopelagic";137;139;95;4;242;0;10;30;66;86;33;24;4;8;1;0;1;6;0;0;0;0;0;0;1;22;0;0;0;1;17;22
kongsfjorden;Sabinea septemcarinata;I;Animalia;Arthropoda;Malacostraca;Decapoda;Crangonidae;Sabinea;0.05;"predator";"invertebrate";2.95;"omnivorous";3;"benthopelagic";0;120;35;28;40;2;0;0;74;28;6;0;16;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4
kongsfjorden;Monoculodes borealis;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Oedicerotidae;Monoculodes;0.01;"predator/scavenger";"invertebrate";2;"omnivorous";3;"benthic";0;77;0;2;1;1;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
kongsfjorden;Limacina helicina;I;Animalia;Mollusca;Gastropoda;Thecosomata;Limacinidae;Limacina;9.39E-005;"predator";"invertebrate";2.5;"omnivorous";4;"pelagic";0;94;0;52;5;3;0;0;55;10;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3
kongsfjorden;Terebellides stroemi;I;Animalia;Annelida;Polychaeta;Canalipalpata;Trichobranchidae;Terebellides;0.04;"grazer";"invertebrate";2;"detrivorous";2;"benthic";1;131;0;13;4;0;0;0;272;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Menestho truncatula;I;Animalia;Mollusca;Gastropoda;Heterostropha;Pyramidellidae;Menestho;0.02;"predator";"invertebrate";2;"omnivorous";2;"benthic";3;30;0;1;3;0;0;0;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3
kongsfjorden;Sebastes marinus;I;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Scorpaenidae;Sebastes;241;"predator";"ectotherm vertebrate";3.53;"omnivorous";4;"benthic";36;128;101;4;62;0;15;5;41;58;0;46;7;13;1;0;3;2;0;0;0;0;0;0;0;22;0;0;0;1;14;11
kongsfjorden;Diastylis lucifera;I;Animalia;Arthropoda;Malacostraca;Cumacea;Diastylidae;Diastylis;0.01;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;107;0;8;2;1;0;0;266;6;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2
kongsfjorden;Boreacola maltzani;I;Animalia;Mollusca;Bivalvia;Veneroida;Lasaeidae;Boreacola;0.05;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;83;0;9;3;0;0;0;225;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
kongsfjorden;Glycera capitata;I;Animalia;Annelida;Polychaeta;Aciculata;Glyceridae;Glycera;0.03;"predator";"invertebrate";2.8;"omnivorous";2;"benthic";30;251;19;25;66;0;0;0;294;22;15;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10
kongsfjorden;Pleurosigma stuxbergii;B;Plantae;Bacillariophyta;Bacillariophyceae;Naviculales;Pleurosigmataceae;Pleurosigma;1.59E-009;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"pelagic";0;140;0;52;0;1;0;0;0;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
kongsfjorden;Alle alle;T;Animalia;Chordata;Aves;Ciconiiformes;Alcidae;Alle;78.1;"predator";"endotherm vertebrate";3.96;"carnivorous";4;"land-based/pelagic";6;0;35;0;0;0;0;0;59;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
kongsfjorden;Nuculana minuta;I;Animalia;Mollusca;Bivalvia;Nuculoida;Nuculanidae;Nuculana;0.02;"suspension-feeder";"invertebrate";2;"herbivorous/detrivorous";1;"benthic";1;38;0;8;6;0;0;0;226;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2
kongsfjorden;Chordaria flagelliformis;B;Plantae;Phaeophyta;Phaeophyceae;Ectocarpales;Chordariaceae;Chordaria;0.05;"primaryproducer";"primaryproducer";1;"primaryproducer";1;"benthic";0;314;0;36;0;0;0;0;0;102;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
kongsfjorden;Caprella septentrionalis;I;Animalia;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;0.01;"grazer";"invertebrate";2;"detrivorous";3;"benthic";1;77;0;2;2;1;0;0;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
